outcome,outcome_label,conv_def,conv_def_label,term,b,se,t,p,ci_lo,ci_hi,irr,irr_lo,irr_hi,n_obs,n_jobs_sample,n_events,fe,offset,cluster,window,unit
n_caller_incident,"caller placebo: construction-incident complaints (mixed_incident, agency=0)",conversion,"non-residential-to-residential conversion, any size (Alt-CO family, 0 existing units, >0 proposed)",log_cost,0.03915034338850502,0.0056269692591455695,6.957625248240618,3.460565167756613e-12,0.02812168629846567,0.050179000478544365,1.0399268180195622,1.028520833699942,1.0514592912483387,347866,406769,26471,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_incident,"caller placebo: construction-incident complaints (mixed_incident, agency=0)",conversion,"non-residential-to-residential conversion, any size (Alt-CO family, 0 existing units, >0 proposed)",log_floor,0.04096404000444843,0.00783242177483359,5.230060533265749,1.6945454417438555e-07,0.0256127754140473,0.056315304594849555,1.0418146412220113,1.025943600960951,1.0579312017229092,347866,406769,26471,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_incident,"caller placebo: construction-incident complaints (mixed_incident, agency=0)",conversion,"non-residential-to-residential conversion, any size (Alt-CO family, 0 existing units, >0 proposed)",floor_missing,-1.2191337600345182,0.1545581573113292,-7.887864226918777,3.1086244689504383e-15,-1.5220621818815996,-0.9162053381874369,0.2954860178917878,0.2182613279885875,0.40003415893314515,347866,406769,26471,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_incident,"caller placebo: construction-incident complaints (mixed_incident, agency=0)",conversion,"non-residential-to-residential conversion, any size (Alt-CO family, 0 existing units, >0 proposed)",jt_new_building,0.6416457997153071,0.07981595633398042,8.039066737863996,8.881784197001252e-16,0.48520939990908385,0.7980821995215304,1.8996046768636554,1.6245151465545775,2.2212768751436447,347866,406769,26471,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_incident,"caller placebo: construction-incident complaints (mixed_incident, agency=0)",conversion,"non-residential-to-residential conversion, any size (Alt-CO family, 0 existing units, >0 proposed)",jt_alteration_co,0.318586578655001,0.0631521743626369,5.04474441094602,4.541280000935899e-07,0.19481059135883894,0.4423625659511631,1.3751826774965004,1.215080817885841,1.5563799285193871,347866,406769,26471,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_incident,"caller placebo: construction-incident complaints (mixed_incident, agency=0)",conversion,"non-residential-to-residential conversion, any size (Alt-CO family, 0 existing units, >0 proposed)",jt_altco_existing,1.1797938535556178,0.0909027473065898,12.978638033639399,0.0,1.0016277427389564,1.3579599643722793,3.253703394363828,2.722710095029393,3.8882530306188943,347866,406769,26471,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_incident,"caller placebo: construction-incident complaints (mixed_incident, agency=0)",conversion,"non-residential-to-residential conversion, any size (Alt-CO family, 0 existing units, >0 proposed)",jt_full_demolition,1.6820983220833665,0.11902571253104827,14.13222644346351,0.0,1.448812212288294,1.915384431878439,5.376826456124218,4.258053846229277,6.789548414207776,347866,406769,26471,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_incident,"caller placebo: construction-incident complaints (mixed_incident, agency=0)",conversion_ge10,non-residential-to-residential conversion (10+ units),conversion_ge10,0.7555322094407995,0.22158094908079323,3.4097345127144303,0.0006502614550922825,0.32124152958224106,1.1898228892993579,2.128744159667516,1.3788385709826838,3.2864990816792785,347866,406769,26471,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_incident,"caller placebo: construction-incident complaints (mixed_incident, agency=0)",conversion_ge10,non-residential-to-residential conversion (10+ units),log_cost,0.038949367614509914,0.005624581471958801,6.924847263514794,4.364508754406415e-12,0.02792539050135938,0.04997334472766045,1.0397178389229838,1.028318959197257,1.05124307483211,347866,406769,26471,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_incident,"caller placebo: construction-incident complaints (mixed_incident, agency=0)",conversion_ge10,non-residential-to-residential conversion (10+ units),log_floor,0.0407980568061569,0.007832904297721162,5.208547845787716,1.9032427700516052e-07,0.02544584648827441,0.05615026712403938,1.0416417318462567,1.0257723555910396,1.0577566178399234,347866,406769,26471,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_incident,"caller placebo: construction-incident complaints (mixed_incident, agency=0)",conversion_ge10,non-residential-to-residential conversion (10+ units),floor_missing,-1.2213060625078114,0.15455191301838936,-7.902238404273225,2.6645352591003757e-15,-1.5242222457656216,-0.918389879250001,0.294844829563935,0.21779037840043497,0.3991612217172779,347866,406769,26471,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_incident,"caller placebo: construction-incident complaints (mixed_incident, agency=0)",conversion_ge10,non-residential-to-residential conversion (10+ units),jt_new_building,0.6426793050720954,0.07978845585068024,8.054790611248759,8.881784197001252e-16,0.4862968052226979,0.7990618049214928,1.9015689433380942,1.6262826137594408,2.223453916111796,347866,406769,26471,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_incident,"caller placebo: construction-incident complaints (mixed_incident, agency=0)",conversion_ge10,non-residential-to-residential conversion (10+ units),jt_alteration_co,0.32517652942496866,0.0628345486498304,5.175123183221057,2.2776066188612276e-07,0.20202307708647116,0.44832998176346617,1.3842749896811173,1.2238762512835526,1.565695261303588,347866,406769,26471,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_incident,"caller placebo: construction-incident complaints (mixed_incident, agency=0)",conversion_ge10,non-residential-to-residential conversion (10+ units),jt_altco_existing,1.1853223096228305,0.08879184875840317,13.349449596978381,0.0,1.0112934839356327,1.3593511353100283,3.2717411652052144,2.7491547036476023,3.893666019557149,347866,406769,26471,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_incident,"caller placebo: construction-incident complaints (mixed_incident, agency=0)",conversion_ge10,non-residential-to-residential conversion (10+ units),jt_full_demolition,1.6818853765428663,0.11904628051570812,14.127996013457489,0.0,1.448558954238626,1.9152117988471067,5.375681606807946,4.2569755963602915,6.788376415049449,347866,406769,26471,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_incident,"caller placebo: construction-incident complaints (mixed_incident, agency=0)",conversion_office,office/store-class conversion (relaxed + PLUTO class O/K),conversion_office,0.5947763107164539,0.31555815611450316,1.8848389724416879,0.05945158150302965,-0.02370631029584036,1.213258931728748,1.8126254347228696,0.9765724769274048,3.364431257515886,347866,406769,26471,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_incident,"caller placebo: construction-incident complaints (mixed_incident, agency=0)",conversion_office,office/store-class conversion (relaxed + PLUTO class O/K),log_cost,0.03936055133751725,0.0056298950172688975,6.991347301643173,2.722488900985809e-12,0.028326159866928706,0.050394942808105796,1.0401454418805327,1.028731160527453,1.051686370334241,347866,406769,26471,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_incident,"caller placebo: construction-incident complaints (mixed_incident, agency=0)",conversion_office,office/store-class conversion (relaxed + PLUTO class O/K),log_floor,0.04114214134628299,0.007834791045783525,5.251211054112871,1.511024223521673e-07,0.02578623307015037,0.05649804962241561,1.0420002063317628,1.0261215741682292,1.0581245510558077,347866,406769,26471,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_incident,"caller placebo: construction-incident complaints (mixed_incident, agency=0)",conversion_office,office/store-class conversion (relaxed + PLUTO class O/K),floor_missing,-1.2156410805068867,0.1545624486847186,-7.865048016847805,3.774758283725532e-15,-1.5185779132912556,-0.9127042477225179,0.2965198602462225,0.2190231354784361,0.4014371693126267,347866,406769,26471,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_incident,"caller placebo: construction-incident complaints (mixed_incident, agency=0)",conversion_office,office/store-class conversion (relaxed + PLUTO class O/K),jt_new_building,0.641404006795615,0.07982207013154309,8.035421854364474,8.881784197001252e-16,0.4849556241663602,0.7978523894248699,1.8991454214271697,1.6241029363233859,2.2207664619415586,347866,406769,26471,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_incident,"caller placebo: construction-incident complaints (mixed_incident, agency=0)",conversion_office,office/store-class conversion (relaxed + PLUTO class O/K),jt_alteration_co,0.32798332385858475,0.06302400563216919,5.2041015255808025,1.9493741887366411e-07,0.2044585426580836,0.4515081050590859,1.3881658228468217,1.2268605924123714,1.5706791493978398,347866,406769,26471,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_incident,"caller placebo: construction-incident complaints (mixed_incident, agency=0)",conversion_office,office/store-class conversion (relaxed + PLUTO class O/K),jt_altco_existing,1.2371453890222368,0.0845804011202338,14.62685648964462,0.0,1.0713708490286273,1.4029199290158463,3.4457630988017187,2.9193787857148075,4.06705816701907,347866,406769,26471,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_incident,"caller placebo: construction-incident complaints (mixed_incident, agency=0)",conversion_office,office/store-class conversion (relaxed + PLUTO class O/K),jt_full_demolition,1.6823199694344761,0.1191032757556316,14.12488412901549,0.0,1.4488818385126956,1.9157581003562567,5.378018347550503,4.258350328763249,6.792085928493808,347866,406769,26471,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_all,caller placebo: all caller complaints (agency=0),conversion,"non-residential-to-residential conversion, any size (Alt-CO family, 0 existing units, >0 proposed)",conversion,0.45506645982506977,0.11602155954880501,3.9222577389475957,8.772307969207027e-05,0.2276683816792427,0.6824645379708969,1.576278138722291,1.2556688535846605,1.9787484283938948,400877,406769,134142,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_all,caller placebo: all caller complaints (agency=0),conversion,"non-residential-to-residential conversion, any size (Alt-CO family, 0 existing units, >0 proposed)",log_cost,0.10747085423240474,0.0047409387688776995,22.668686408250284,0.0,0.09817878499249479,0.11676292347231469,1.1134584076736265,1.1031599959304077,1.1238529589476696,400877,406769,134142,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_all,caller placebo: all caller complaints (agency=0),conversion,"non-residential-to-residential conversion, any size (Alt-CO family, 0 existing units, >0 proposed)",log_floor,0.02729305031890298,0.004489800620122284,6.078900296058053,1.2100955792959667e-09,0.018493202805697703,0.036092897832108256,1.027668917344427,1.0186652610803344,1.0367521540450173,400877,406769,134142,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_all,caller placebo: all caller complaints (agency=0),conversion,"non-residential-to-residential conversion, any size (Alt-CO family, 0 existing units, >0 proposed)",floor_missing,-0.7403356205283594,0.06995556212541408,-10.5829414850689,0.0,-0.8774460028124254,-0.6032252382442935,0.47695381316494107,0.4158436200179495,0.5470444391638337,400877,406769,134142,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_all,caller placebo: all caller complaints (agency=0),conversion,"non-residential-to-residential conversion, any size (Alt-CO family, 0 existing units, >0 proposed)",jt_new_building,0.4111718047295312,0.06187161252841907,6.645564709351488,3.020561578637171e-11,0.2899056725084126,0.5324379369506498,1.5085845162497795,1.3363014321182005,1.7030792514089563,400877,406769,134142,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_all,caller placebo: all caller complaints (agency=0),conversion,"non-residential-to-residential conversion, any size (Alt-CO family, 0 existing units, >0 proposed)",jt_alteration_co,0.33173644683594233,0.043522920128308246,7.622109129120079,2.4868995751603507e-14,0.24643309088244475,0.4170398027894399,1.3933855689403494,1.2794535732440522,1.5174629109898001,400877,406769,134142,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_all,caller placebo: all caller complaints (agency=0),conversion,"non-residential-to-residential conversion, any size (Alt-CO family, 0 existing units, >0 proposed)",jt_altco_existing,0.7267193403804987,0.06286984025370008,11.559109064822684,0.0,0.6034967177694599,0.8499419629915375,2.0682841290794753,1.8285013881285384,2.3395110697620796,400877,406769,134142,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_all,caller placebo: all caller complaints (agency=0),conversion,"non-residential-to-residential conversion, any size (Alt-CO family, 0 existing units, >0 proposed)",jt_full_demolition,1.002324373286672,0.10659014785362114,9.403536757103959,0.0,0.7934115223867751,1.2112372241865688,2.7246074788652024,2.2109261991825746,3.357636232558468,400877,406769,134142,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_all,caller placebo: all caller complaints (agency=0),conversion_ge10,non-residential-to-residential conversion (10+ units),conversion_ge10,0.7798627500804058,0.16424179013631815,4.748260168335548,2.0517399839103945e-06,0.4579547566568363,1.1017707435039754,2.1811728791510108,1.5808374790708881,3.0094903440295853,400877,406769,134142,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_all,caller placebo: all caller complaints (agency=0),conversion_ge10,non-residential-to-residential conversion (10+ units),log_cost,0.10723749761429481,0.0047396158680282335,22.625778248756596,0.0,0.09794802121240492,0.1165269740161847,1.1131986050997098,1.1029054559301388,1.1235878177344283,400877,406769,134142,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_all,caller placebo: all caller complaints (agency=0),conversion_ge10,non-residential-to-residential conversion (10+ units),log_floor,0.027111042978798076,0.004489456846674775,6.038824718602324,1.5524075358541722e-09,0.018311869249168757,0.035910216708427395,1.0274818910788655,1.0184805596324216,1.0365627762949345,400877,406769,134142,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_all,caller placebo: all caller complaints (agency=0),conversion_ge10,non-residential-to-residential conversion (10+ units),floor_missing,-0.7420808432601964,0.06993231146013186,-10.611415921569442,0.0,-0.8791456550776926,-0.6050160314427002,0.4761221484593346,0.4151374307752664,0.5460656723490008,400877,406769,134142,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_all,caller placebo: all caller complaints (agency=0),conversion_ge10,non-residential-to-residential conversion (10+ units),jt_new_building,0.41233184959108643,0.061851484513556244,6.666482669477626,2.620059724733892e-11,0.29110516755417926,0.5335585316279936,1.5103355574128634,1.3379052807776377,1.7049887826586356,400877,406769,134142,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_all,caller placebo: all caller complaints (agency=0),conversion_ge10,non-residential-to-residential conversion (10+ units),jt_alteration_co,0.33458002429913436,0.04323204457088447,7.739167268634441,9.992007221626409e-15,0.24984677396217042,0.4193132746360983,1.3973534074962335,1.2838286856332148,1.5209167448056105,400877,406769,134142,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_all,caller placebo: all caller complaints (agency=0),conversion_ge10,non-residential-to-residential conversion (10+ units),jt_altco_existing,0.731839232056223,0.0615145215284282,11.897015759409138,0.0,0.61127298533429,0.8524054787781561,2.078900674364692,1.8427757327958816,2.3452815971897145,400877,406769,134142,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_all,caller placebo: all caller complaints (agency=0),conversion_ge10,non-residential-to-residential conversion (10+ units),jt_full_demolition,1.0018582767646371,0.10664691401509784,9.394160965809153,0.0,0.7928341662327054,1.2108823872965688,2.7233378447044116,2.209650075759587,3.3564450307136333,400877,406769,134142,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_all,caller placebo: all caller complaints (agency=0),conversion_office,office/store-class conversion (relaxed + PLUTO class O/K),conversion_office,0.4632103781832959,0.25543104277243306,1.8134459036600976,0.06976307502492407,-0.03742526618418307,0.9638460225507749,1.589167633450755,0.963266403604888,2.6217604577054905,400877,406769,134142,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_all,caller placebo: all caller complaints (agency=0),conversion_office,office/store-class conversion (relaxed + PLUTO class O/K),log_cost,0.10770840890291199,0.004743130678881506,22.7082946254205,0.0,0.09841204359833722,0.11700477420748676,1.1137229463387386,1.1034173475066478,1.1241247964827452,400877,406769,134142,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_all,caller placebo: all caller complaints (agency=0),conversion_office,office/store-class conversion (relaxed + PLUTO class O/K),log_floor,0.027441427386573885,0.004491429004049781,6.109731972125309,9.97985916129096e-10,0.018638388299517708,0.03624446647363006,1.0278214111579318,1.018813167235956,1.0369093050698837,400877,406769,134142,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_all,caller placebo: all caller complaints (agency=0),conversion_office,office/store-class conversion (relaxed + PLUTO class O/K),floor_missing,-0.7367552896706387,0.06995355673995018,-10.532063328952663,0.0,-0.8738617414714203,-0.5996488378698572,0.47866452625191414,0.4173367865801256,0.5490043917994756,400877,406769,134142,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_all,caller placebo: all caller complaints (agency=0),conversion_office,office/store-class conversion (relaxed + PLUTO class O/K),jt_new_building,0.41118466486941324,0.061889727842080355,6.643827323309679,3.056399577872071e-11,0.2898830272859499,0.5324863024528766,1.5086039169824301,1.336271171617622,1.703161623684255,400877,406769,134142,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_all,caller placebo: all caller complaints (agency=0),conversion_office,office/store-class conversion (relaxed + PLUTO class O/K),jt_alteration_co,0.3424297958240028,0.04346154672564366,7.8789141579712485,3.3306690738754696e-15,0.25724672952933647,0.4276128621186691,1.4083654770536747,1.2933641985354858,1.533592254372428,400877,406769,134142,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_all,caller placebo: all caller complaints (agency=0),conversion_office,office/store-class conversion (relaxed + PLUTO class O/K),jt_altco_existing,0.7714755357463285,0.05915988366847108,13.04051813336276,0.0,0.6555242944265459,0.8874267770661112,2.1629554183806476,1.9261521235108372,2.4288715749900525,400877,406769,134142,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
n_caller_all,caller placebo: all caller complaints (agency=0),conversion_office,office/store-class conversion (relaxed + PLUTO class O/K),jt_full_demolition,1.0020648903997547,0.10660115945858259,9.400131250815182,0.0,0.7931304571507214,1.210999323648788,2.723900581568712,2.2103048720093286,3.3568375441010434,400877,406769,134142,nta^first_permit_quarter,log(active months),bbl,2020-01..2026-05,base project (Critic B collapse)
